Series Name,Series Code,Country Name,Country Code,2015 [YR2015]
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,"Congo, Dem. Rep.",COD,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,"Congo, Rep.",COG,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Costa Rica,CRI,78.73094
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Cote d'Ivoire,CIV,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Croatia,HRV,90.52512
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Cuba,CUB,81.57603
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Curacao,CUW,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Cyprus,CYP,94.17951
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Czechia,CZE,89.21127
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Denmark,DNK,87.62704
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Djibouti,DJI,38.26583
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Dominica,DMA,80.0335
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Dominican Republic,DOM,63.44083
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Early-demographic dividend,EAR,62.28183
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,East Asia & Pacific,EAS,77.24413
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,East Asia & Pacific (excluding high income),EAP,76.79223
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,East Asia & Pacific (IDA & IBRD countries),TEA,76.61732
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Ecuador,ECU,83.53411
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,"Egypt, Arab Rep.",EGY,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,El Salvador,SLV,64.21188
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Equatorial Guinea,GNQ,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Eritrea,ERI,45.58732
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Estonia,EST,93.14593
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Eswatini,SWZ,36.35775
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Ethiopia,ETH,31.30377
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Euro area,EMU,89.5662
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Europe & Central Asia,ECS,90.14916
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Europe & Central Asia (excluding high income),ECA,89.29321
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Europe & Central Asia (IDA & IBRD countries),TEC,89.48397
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,European Union,EUU,90.75532
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Faroe Islands,FRO,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Fiji,FJI,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Finland,FIN,94.86993
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Fragile and conflict affected situations,FCS,40.37925
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,France,FRA,92.83807
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,French Polynesia,PYF,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Gabon,GAB,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,"Gambia, The",GMB,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Georgia,GEO,89.98148
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Germany,DEU,86.1748
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Ghana,GHA,56.13594
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Gibraltar,GIB,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Greece,GRC,93.23653
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Greenland,GRL,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Grenada,GRD,94.53901
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Guam,GUM,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Guatemala,GTM,45.31998
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Guinea,GIN,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Guinea-Bissau,GNB,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Guyana,GUY,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Haiti,HTI,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Heavily indebted poor countries (HIPC),HPC,34.85357
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,High income,HIC,89.17572
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Honduras,HND,37.41452
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,"Hong Kong SAR, China",HKG,88.66643
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Hungary,HUN,88.9433
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,IBRD only,IBD,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Iceland,ISL,88.90719
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,IDA & IBRD total,IBT,62.81141
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,IDA blend,IDB,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,IDA only,IDX,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,IDA total,IDA,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,India,IND,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Indonesia,IDN,75.28854
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,"Iran, Islamic Rep.",IRN,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Iraq,IRQ,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Ireland,IRL,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Isle of Man,IMN,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Israel,ISR,98.03686
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Italy,ITA,94.80252
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Jamaica,JAM,68.27336
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Japan,JPN,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Jordan,JOR,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Kazakhstan,KAZ,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Kenya,KEN,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Kiribati,KIR,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,"Korea, Dem. People's Rep.",PRK,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,"Korea, Rep.",KOR,97.91916
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Kosovo,XKX,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Kuwait,KWT,84.50138
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Kyrgyz Republic,KGZ,80.3053
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Lao PDR,LAO,56.81232
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Late-demographic dividend,LTE,81.11686
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Latin America & Caribbean,LCN,75.07628
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Latin America & Caribbean (excluding high income),LAC,74.80961
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Latin America & the Caribbean (IDA & IBRD countries),TLA,74.98294
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Latvia,LVA,91.94852
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Least developed countries: UN classification,LDC,38.44527
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Lebanon,LBN,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Lesotho,LSO,32.95864
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Liberia,LBR,16.74498
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Libya,LBY,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Liechtenstein,LIE,98.95251
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Lithuania,LTU,97.56561
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Low & middle income,LMY,62.76488
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Low income,LIC,36.52726
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Lower middle income,LMC,57.68747
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Luxembourg,LUX,82.56741
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,"Macao SAR, China",MAC,76.21194
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Madagascar,MDG,29.43763
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Malawi,MWI,34.53697
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Malaysia,MYS,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Maldives,MDV,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Mali,MLI,34.93344
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Malta,MLT,86.17789
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Marshall Islands,MHL,53.14421
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Mauritania,MRT,25.76843
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Mauritius,MUS,82.97556
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Mexico,MEX,79.07405
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,"Micronesia, Fed. Sts.",FSM,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Middle East & North Africa,MEA,73.15713
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Middle East & North Africa (excluding high income),MNA,71.01426
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Middle East & North Africa (IDA & IBRD countries),TMN,70.81903
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Middle income,MIC,66.68972
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Moldova,MDA,76.20263
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Monaco,MCO,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Mongolia,MNG,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Montenegro,MNE,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Morocco,MAR,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Mozambique,MOZ,19.23149
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Myanmar,MMR,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Namibia,NAM,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Nauru,NRU,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Nepal,NPL,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Netherlands,NLD,91.8882
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,New Caledonia,NCL,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,New Zealand,NZL,94.41834
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Nicaragua,NIC,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Niger,NER,19.43599
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Nigeria,NGA,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,North America,NAC,90.14432
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,North Macedonia,MKD,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Northern Mariana Islands,MNP,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Norway,NOR,95.03477
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Not classified,INX,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,OECD members,OED,87.86963
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Oman,OMN,93.07646
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Other small states,OSS,53.47785
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Pacific island small states,PSS,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Pakistan,PAK,38.43958
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Palau,PLW,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Panama,PAN,67.45334
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Papua New Guinea,PNG,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Paraguay,PRY,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Peru,PER,78.41994
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Philippines,PHL,60.15612
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Poland,POL,92.32144
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Portugal,PRT,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Post-demographic dividend,PST,89.12834
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Pre-demographic dividend,PRE,35.79906
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Puerto Rico,PRI,78.1234
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Qatar,QAT,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Romania,ROU,84.11436
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Russian Federation,RUS,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Rwanda,RWA,25.99671
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Samoa,WSM,81.60904
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,San Marino,SMR,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Sao Tome and Principe,STP,61.7004
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Saudi Arabia,SAU,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Senegal,SEN,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Serbia,SRB,93.03019
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Seychelles,SYC,76.10429
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Sierra Leone,SLE,33.67393
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Singapore,SGP,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Sint Maarten (Dutch part),SXM,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Slovak Republic,SVK,84.20145
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Slovenia,SVN,95.57218
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Small states,SST,57.07453
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Solomon Islands,SLB,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Somalia,SOM,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,South Africa,ZAF,91.20397
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,South Asia,SAS,58.35437
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,South Asia (IDA & IBRD),TSA,58.35437
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,South Sudan,SSD,6.45559
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Spain,ESP,92.28014
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Sri Lanka,LKA,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,St. Kitts and Nevis,KNA,98.67617
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,St. Lucia,LCA,81.5955
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,St. Martin (French part),MAF,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,St. Vincent and the Grenadines,VCT,78.45248
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Sub-Saharan Africa,SSF,36.66622
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Sub-Saharan Africa (excluding high income),SSA,36.66352
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Sub-Saharan Africa (IDA & IBRD countries),TSS,36.66622
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Sudan,SDN,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Suriname,SUR,52.04255
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Sweden,SWE,99.80837
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Switzerland,CHE,86.16997
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Syrian Arab Republic,SYR,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Tajikistan,TJK,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Tanzania,TZA,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Thailand,THA,77.01047
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Timor-Leste,TLS,49.55128
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Togo,TGO,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Tonga,TON,80.56171
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Trinidad and Tobago,TTO,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Tunisia,TUN,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Turkiye,TUR,87.47381
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Turkmenistan,TKM,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Turks and Caicos Islands,TCA,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Tuvalu,TUV,62.48432
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Uganda,UGA,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Ukraine,UKR,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,United Arab Emirates,ARE,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,United Kingdom,GBR,97.82696
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,United States,USA,89.93936
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Upper middle income,UMC,81.42275
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Uruguay,URY,78.40613
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Uzbekistan,UZB,89.11628
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Vanuatu,VUT,48.12172
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,"Venezuela, RB",VEN,72.00123
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Viet Nam,VNM,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Virgin Islands (U.S.),VIR,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,West Bank and Gaza,PSE,80.08355
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,World,WLD,65.66595
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,"Yemen, Rep.",YEM,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Zambia,ZMB,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Zimbabwe,ZWE,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Afghanistan,AFG,45.43273
"School enrollment, secondary (% net)",SE.SEC.NENR,Africa Eastern and Southern,AFE,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Africa Western and Central,AFW,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Albania,ALB,87.38842
"School enrollment, secondary (% net)",SE.SEC.NENR,Algeria,DZA,..
"School enrollment, secondary (% net)",SE.SEC.NENR,American Samoa,ASM,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Andorra,AND,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Angola,AGO,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Antigua and Barbuda,ATG,86.00054
"School enrollment, secondary (% net)",SE.SEC.NENR,Arab World,ARB,62.06563
"School enrollment, secondary (% net)",SE.SEC.NENR,Argentina,ARG,88.44048
"School enrollment, secondary (% net)",SE.SEC.NENR,Armenia,ARM,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Aruba,ABW,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Australia,AUS,93.23812
"School enrollment, secondary (% net)",SE.SEC.NENR,Austria,AUT,86.71155
"School enrollment, secondary (% net)",SE.SEC.NENR,Azerbaijan,AZE,..
"School enrollment, secondary (% net)",SE.SEC.NENR,"Bahamas, The",BHS,58.91371
"School enrollment, secondary (% net)",SE.SEC.NENR,Bahrain,BHR,91.09603
"School enrollment, secondary (% net)",SE.SEC.NENR,Bangladesh,BGD,59.13634
"School enrollment, secondary (% net)",SE.SEC.NENR,Barbados,BRB,98.12713
"School enrollment, secondary (% net)",SE.SEC.NENR,Belarus,BLR,98.50839
"School enrollment, secondary (% net)",SE.SEC.NENR,Belgium,BEL,93.65346
"School enrollment, secondary (% net)",SE.SEC.NENR,Belize,BLZ,69.39745
"School enrollment, secondary (% net)",SE.SEC.NENR,Benin,BEN,46.58049
"School enrollment, secondary (% net)",SE.SEC.NENR,Bermuda,BMU,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Bhutan,BTN,63.7082
"School enrollment, secondary (% net)",SE.SEC.NENR,Bolivia,BOL,76.68761
"School enrollment, secondary (% net)",SE.SEC.NENR,Bosnia and Herzegovina,BIH,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Botswana,BWA,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Brazil,BRA,81.68909
"School enrollment, secondary (% net)",SE.SEC.NENR,British Virgin Islands,VGB,79.98163
"School enrollment, secondary (% net)",SE.SEC.NENR,Brunei Darussalam,BRN,85.06305
"School enrollment, secondary (% net)",SE.SEC.NENR,Bulgaria,BGR,91.22931
"School enrollment, secondary (% net)",SE.SEC.NENR,Burkina Faso,BFA,26.53378
"School enrollment, secondary (% net)",SE.SEC.NENR,Burundi,BDI,28.89895
"School enrollment, secondary (% net)",SE.SEC.NENR,Cabo Verde,CPV,71.74531
"School enrollment, secondary (% net)",SE.SEC.NENR,Cambodia,KHM,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Cameroon,CMR,45.01617
"School enrollment, secondary (% net)",SE.SEC.NENR,Canada,CAN,92.4135
"School enrollment, secondary (% net)",SE.SEC.NENR,Caribbean small states,CSS,72.70735
"School enrollment, secondary (% net)",SE.SEC.NENR,Cayman Islands,CYM,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Central African Republic,CAF,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Central Europe and the Baltics,CEB,89.81324
"School enrollment, secondary (% net)",SE.SEC.NENR,Chad,TCD,18.44135
"School enrollment, secondary (% net)",SE.SEC.NENR,Channel Islands,CHI,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Chile,CHL,88.96612
"School enrollment, secondary (% net)",SE.SEC.NENR,China,CHN,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Colombia,COL,75.60237
"School enrollment, secondary (% net)",SE.SEC.NENR,Comoros,COM,..
"School enrollment, secondary (% net)",SE.SEC.NENR,"Congo, Dem. Rep.",COD,..
"School enrollment, secondary (% net)",SE.SEC.NENR,"Congo, Rep.",COG,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Costa Rica,CRI,80.32835
"School enrollment, secondary (% net)",SE.SEC.NENR,Cote d'Ivoire,CIV,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Croatia,HRV,92.24036
"School enrollment, secondary (% net)",SE.SEC.NENR,Cuba,CUB,83.56161
"School enrollment, secondary (% net)",SE.SEC.NENR,Curacao,CUW,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Cyprus,CYP,94.63238
"School enrollment, secondary (% net)",SE.SEC.NENR,Czechia,CZE,90.16472
"School enrollment, secondary (% net)",SE.SEC.NENR,Denmark,DNK,89.39882
"School enrollment, secondary (% net)",SE.SEC.NENR,Djibouti,DJI,37.8168
"School enrollment, secondary (% net)",SE.SEC.NENR,Dominica,DMA,80.9661
"School enrollment, secondary (% net)",SE.SEC.NENR,Dominican Republic,DOM,67.83227
"School enrollment, secondary (% net)",SE.SEC.NENR,Early-demographic dividend,EAR,62.53617
"School enrollment, secondary (% net)",SE.SEC.NENR,East Asia & Pacific,EAS,78.92814
"School enrollment, secondary (% net)",SE.SEC.NENR,East Asia & Pacific (excluding high income),EAP,78.55537
"School enrollment, secondary (% net)",SE.SEC.NENR,East Asia & Pacific (IDA & IBRD countries),TEA,78.39649
"School enrollment, secondary (% net)",SE.SEC.NENR,Ecuador,ECU,84.72536
"School enrollment, secondary (% net)",SE.SEC.NENR,"Egypt, Arab Rep.",EGY,..
"School enrollment, secondary (% net)",SE.SEC.NENR,El Salvador,SLV,65.16322
"School enrollment, secondary (% net)",SE.SEC.NENR,Equatorial Guinea,GNQ,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Eritrea,ERI,42.78074
"School enrollment, secondary (% net)",SE.SEC.NENR,Estonia,EST,93.82438
"School enrollment, secondary (% net)",SE.SEC.NENR,Eswatini,SWZ,41.69996
"School enrollment, secondary (% net)",SE.SEC.NENR,Ethiopia,ETH,30.8138
"School enrollment, secondary (% net)",SE.SEC.NENR,Euro area,EMU,90.03888
"School enrollment, secondary (% net)",SE.SEC.NENR,Europe & Central Asia,ECS,90.22944
"School enrollment, secondary (% net)",SE.SEC.NENR,Europe & Central Asia (excluding high income),ECA,89.01455
"School enrollment, secondary (% net)",SE.SEC.NENR,Europe & Central Asia (IDA & IBRD countries),TEC,89.26089
"School enrollment, secondary (% net)",SE.SEC.NENR,European Union,EUU,91.19895
"School enrollment, secondary (% net)",SE.SEC.NENR,Faroe Islands,FRO,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Fiji,FJI,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Finland,FIN,95.26385
"School enrollment, secondary (% net)",SE.SEC.NENR,Fragile and conflict affected situations,FCS,36.51341
"School enrollment, secondary (% net)",SE.SEC.NENR,France,FRA,93.58103
"School enrollment, secondary (% net)",SE.SEC.NENR,French Polynesia,PYF,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Gabon,GAB,..
"School enrollment, secondary (% net)",SE.SEC.NENR,"Gambia, The",GMB,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Georgia,GEO,91.29973
"School enrollment, secondary (% net)",SE.SEC.NENR,Germany,DEU,86.12309
"School enrollment, secondary (% net)",SE.SEC.NENR,Ghana,GHA,55.58338
"School enrollment, secondary (% net)",SE.SEC.NENR,Gibraltar,GIB,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Greece,GRC,92.49466
"School enrollment, secondary (% net)",SE.SEC.NENR,Greenland,GRL,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Grenada,GRD,95.53421
"School enrollment, secondary (% net)",SE.SEC.NENR,Guam,GUM,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Guatemala,GTM,44.13192
